name,link,code,animal_proportion,animal_decile
Sokeri,Sokeri,1,0.00,0.0
Siirappi,Siirappi,3,0.00,0.0
Hunaja,Hunaja,4,1.00,1.0
Makeinen karamelli,Makeinen karamelli,5,0.00,0.0
Suklaa keskiarvo,Suklaa keskiarvo,6,0.15,0.2
Suklaakonvehti,Suklaakonvehti,7,0.20,0.2
Lakritsi,Lakritsi,8,0.00,0.0
"Kaakaojauhe, sokeroimaton","Kaakaojauhe, sokeroimaton",20,0.00,0.0
Kaakaojauhe sokeroitu,Kaakaojauhe sokeroitu,21,0.00,0.0
Hiiva,Hiiva,26,0.00,0.0
Maissitärkkelys,Maissitärkkelys,27,0.00,0.0
Sinappi,Sinappi,28,0.00,0.0
Lihaliemi laimennettu,Lihaliemi laimennettu,29,1.00,1.0
Ruokasuola jodioitu,Ruokasuola jodioitu,30,0.00,0.0
Soijakastike,Soijakastike,31,0.00,0.0
Suklaa tumma,Suklaa tumma,32,0.00,0.0
Maitosuklaa,Maitosuklaa,33,0.20,0.2
Mineraalisuola keskiarvo,Mineraalisuola keskiarvo,36,0.00,0.0
Ruismallas,Ruismallas,43,0.00,0.0
Ksylitolipurukumi,Ksylitolipurukumi,65,0.00,0.0
Purukumi,Purukumi,66,0.00,0.0
Leivinjauhe,Leivinjauhe,74,0.00,0.0
Kalaliemi laimennettu,Kalaliemi laimennettu,75,0.25,0.3
Ruokasuola jodioimaton vuorisuola,Ruokasuola jodioimaton vuorisuola,79,0.00,0.0
Ruisjauho kokojyväjauho,Ruisjauho kokojyväjauho,100,0.00,0.0
Ruishiutale,Ruishiutale,103,0.00,0.0
Vehnäjauho puolikarkea,Vehnäjauho puolikarkea,110,0.00,0.0
Grahamjauho,Grahamjauho,111,0.00,0.0
Mannasuurimo,Mannasuurimo,112,0.00,0.0
Mannasuurimo tumma,Mannasuurimo tumma,113,0.00,0.0
Vehnähiutale,Vehnähiutale,114,0.00,0.0
Vehnälese,Vehnälese,116,0.00,0.0
"Makaroni, pasta","Makaroni, pasta",117,0.00,0.0
Makaroni tumma,Makaroni tumma,119,0.00,0.0
"Nuudeli, vehnä-","Nuudeli, vehnä-",120,0.00,0.0
Spagetti,Spagetti,121,0.00,0.0
"Makaroni tumma, suolaton keitinvesi","Makaroni tumma, suolaton keitinvesi",123,0.00,0.0
Hiivaleipävehnäjauho,Hiivaleipävehnäjauho,124,0.00,0.0
"Sämpyläjauho; vehnäjauho, ruisjauho, vehnärouhe","Sämpyläjauho; vehnäjauho, ruisjauho, vehnärouhe",125,0.00,0.0
Korppujauho,Korppujauho,126,0.00,0.0
"Vehnäjauho leipomoteollisuus, vastajauhettu","Vehnäjauho leipomoteollisuus, vastajauhettu",142,0.00,0.0
Ohrajauho,Ohrajauho,150,0.00,0.0
Ohrasuurimo,Ohrasuurimo,151,0.00,0.0
Ohrahiutale,Ohrahiutale,152,0.00,0.0
Kaurahiutale,Kaurahiutale,153,0.00,0.0
Riisi puuroutuva,Riisi puuroutuva,156,0.00,0.0
Täysjyväriisi,Täysjyväriisi,158,0.00,0.0
Hirssisuurimo / -jauho,Hirssisuurimo / -jauho,160,0.00,0.0
Tattarisuurimo / -jauho,Tattarisuurimo / -jauho,161,0.00,0.0
Perunajauho / -suurimo perunatärkkelys,Perunajauho / -suurimo perunatärkkelys,162,0.00,0.0
Maissihiutale corn flakes,Maissihiutale corn flakes,163,0.00,0.0
Pellavansiemen kokonainen/rouhe,Pellavansiemen kokonainen/rouhe,165,0.00,0.0
"Maissi, jyvä, kuivattu","Maissi, jyvä, kuivattu",167,0.00,0.0
Kalja- / mämmimallas,Kalja- / mämmimallas,168,0.00,0.0
Kauralese,Kauralese,170,0.00,0.0
"Kauramakaroni, sisältää vehnää ja kauraa","Kauramakaroni, sisältää vehnää ja kauraa",173,0.00,0.0
Vehnärouhe kokojyvästä,Vehnärouhe kokojyvästä,175,0.00,0.0
Ruisrouhe,Ruisrouhe,176,0.00,0.0
"Näkkileipä, gluteeniton","Näkkileipä, gluteeniton",181,0.00,0.0
Riisijauho / -hiutale,Riisijauho / -hiutale,182,0.00,0.0
Maissilastu tacokuori,Maissilastu tacokuori,184,0.00,0.0
Gluteeniton jauhoseos vehnätärkkelysvalmiste,Gluteeniton jauhoseos vehnätärkkelysvalmiste,185,0.00,0.0
"Peruna, kuivattu","Peruna, kuivattu",202,0.00,0.0
Perunalastu,Perunalastu,203,0.00,0.0
"Peruna, uusi","Peruna, uusi",204,0.00,0.0
"Peruna, vanha, kuorittu","Peruna, vanha, kuorittu",205,0.00,0.0
Perunasosejauhe valmistamaton,Perunasosejauhe valmistamaton,206,0.00,0.0
Ranskanperunavalmiste,Ranskanperunavalmiste,207,0.00,0.0
Perunalastu mineraalisuolattu,Perunalastu mineraalisuolattu,208,0.00,0.0
Perunahiutale,Perunahiutale,209,0.00,0.0
Porkkana,Porkkana,300,0.00,0.0
Lanttu,Lanttu,303,0.00,0.0
Nauris,Nauris,304,0.00,0.0
Punajuuri,Punajuuri,305,0.00,0.0
Etikkapunajuuri,Etikkapunajuuri,307,0.00,0.0
Retiisi,Retiisi,308,0.00,0.0
Palsternakka,Palsternakka,309,0.00,0.0
Juuriselleri,Juuriselleri,311,0.00,0.0
"Keittojuuressekoitus porkkana, lanttu, juuriselleri, purjo","Keittojuuressekoitus porkkana, lanttu, juuriselleri, purjo",313,0.00,0.0
Valkokaali keräkaali,Valkokaali keräkaali,320,0.00,0.0
Punakaali,Punakaali,321,0.00,0.0
Kukkakaali,Kukkakaali,322,0.00,0.0
Parsakaali brokkoli,Parsakaali brokkoli,324,0.00,0.0
Lehtikaali,Lehtikaali,326,0.00,0.0
"Lehtisalaatti ruukkusalaatti, lollo rosso","Lehtisalaatti ruukkusalaatti, lollo rosso",330,0.00,0.0
"Jäävuorisalaatti rapea, amerikansalaatti","Jäävuorisalaatti rapea, amerikansalaatti",331,0.00,0.0
Pinaatti,Pinaatti,332,0.00,0.0
Persilja,Persilja,333,0.00,0.0
Nokkonen,Nokkonen,334,0.00,0.0
Sipuli,Sipuli,335,0.00,0.0
Sipuli kuivattu,Sipuli kuivattu,336,0.00,0.0
Purjosipuli,Purjosipuli,337,0.00,0.0
Raparperi,Raparperi,338,0.00,0.0
Lehtiselleri,Lehtiselleri,339,0.00,0.0
Herkkusieni,Herkkusieni,345,0.00,0.0
Kurkku,Kurkku,346,0.00,0.0
Etikkakurkku,Etikkakurkku,347,0.00,0.0
Maustekurkku sokerisuolattu,Maustekurkku sokerisuolattu,348,0.00,0.0
Tomaatti,Tomaatti,352,0.00,0.0
Tomaattiketsuppi,Tomaattiketsuppi,353,0.00,0.0
Tomaattisose tomaattipyree,Tomaattisose tomaattipyree,354,0.00,0.0
Paprika keskiarvo,Paprika keskiarvo,355,0.00,0.0
"Sekavihannes porkkana, kukkakaali, herne, papu","Sekavihannes porkkana, kukkakaali, herne, papu",356,0.00,0.0
Kiinankaali,Kiinankaali,359,0.00,0.0
Munakoiso,Munakoiso,362,0.00,0.0
Maissi jyvät,Maissi jyvät,363,0.00,0.0
"Tilli, tuore","Tilli, tuore",369,0.00,0.0
Herne,Herne,370,0.00,0.0
Herne kuivattu,Herne kuivattu,371,0.00,0.0
Vihreä papu/härkäpapu,Vihreä papu/härkäpapu,372,0.00,0.0
Papu ruskea/valkoinen,Papu ruskea/valkoinen,373,0.00,0.0
Hasselpähkinä,Hasselpähkinä,375,0.00,0.0
Saksanpähkinä,Saksanpähkinä,376,0.00,0.0
Maapähkinä,Maapähkinä,378,0.00,0.0
Manteli,Manteli,379,0.00,0.0
Soijajauho rasvainen,Soijajauho rasvainen,380,0.00,0.0
Soijajauho vähärasvainen,Soijajauho vähärasvainen,381,0.00,0.0
Kookoshiutale,Kookoshiutale,382,0.00,0.0
Suolapähkinä,Suolapähkinä,383,0.00,0.0
"Seesaminsiemen, kuorineen","Seesaminsiemen, kuorineen",385,0.00,0.0
Paprika punainen,Paprika punainen,386,0.00,0.0
Paprika keltainen,Paprika keltainen,388,0.00,0.0
Kesäkurpitsa zucchini,Kesäkurpitsa zucchini,389,0.00,0.0
Tomaattimehu,Tomaattimehu,390,0.00,0.0
Soijapapu,Soijapapu,391,0.00,0.0
Ruohosipuli,Ruohosipuli,392,0.00,0.0
Valkosipuli,Valkosipuli,393,0.00,0.0
"Kurkkusalaatti kurkkupikkelsi, kurkkurelissi","Kurkkusalaatti kurkkupikkelsi, kurkkurelissi",394,0.00,0.0
"Papu valkoinen, keitetty","Papu valkoinen, keitetty",395,0.00,0.0
Herne-maissi-paprikakasvispakaste kasvissekoitus,Herne-maissi-paprikakasvispakaste kasvissekoitus,396,0.00,0.0
Tomaattimurska,Tomaattimurska,398,0.00,0.0
Linssi vihreä/ruskea,Linssi vihreä/ruskea,399,0.00,0.0
Omena kuivattu,Omena kuivattu,401,0.00,0.0
Aprikoosi kuivattu,Aprikoosi kuivattu,409,0.00,0.0
Persikkasäilyke sokeriliemessä,Persikkasäilyke sokeriliemessä,411,0.00,0.0
Ananas sokeriliemessä,Ananas sokeriliemessä,417,0.00,0.0
"Viinirypäle, keskiarvo, kivetön,  vihreä/tumma","Viinirypäle, keskiarvo, kivetön,  vihreä/tumma",423,0.00,0.0
Rusina,Rusina,428,0.00,0.0
Omenatäysmehu,Omenatäysmehu,433,0.00,0.0
Appelsiinitäysmehu,Appelsiinitäysmehu,434,0.00,0.0
Täysmehu keskiarvo,Täysmehu keskiarvo,436,0.00,0.0
Sitruunatäysmehu laimennettu,Sitruunatäysmehu laimennettu,437,0.00,0.0
Ananastäysmehu,Ananastäysmehu,438,0.00,0.0
Puolukka,Puolukka,440,0.00,0.0
Karpalo,Karpalo,441,0.00,0.0
Mustikka metsä-,Mustikka metsä-,442,0.00,0.0
Mustaherukka,Mustaherukka,444,0.00,0.0
Punaherukka,Punaherukka,445,0.00,0.0
Mansikka,Mansikka,447,0.00,0.0
Vadelma,Vadelma,448,0.00,0.0
Marjahillo keskiarvo,Marjahillo keskiarvo,450,0.00,0.0
Marja keskiarvo,Marja keskiarvo,454,0.00,0.0
Tyrnimarja,Tyrnimarja,455,0.00,0.0
Marmeladi marjoista,Marmeladi marjoista,456,0.00,0.0
"Mustaherukkahöyrymehu laimennettu, sokeroitu","Mustaherukkahöyrymehu laimennettu, sokeroitu",462,0.00,0.0
"Täysmehu, viiden hedelmän mehu","Täysmehu, viiden hedelmän mehu",469,0.00,0.0
Ananas omassa liemessään,Ananas omassa liemessään,471,0.00,0.0
"Meloni, verkkomeloni/cantaluponmeloni kuorittu","Meloni, verkkomeloni/cantaluponmeloni kuorittu",477,0.00,0.0
Voi,Voi,500,1.00,1.0
Rasvaseos 80 %,Rasvaseos 80 %,501,0.70,0.7
"Talousmargariini 80 % keskiarvo, leivontaan ja ruoanlaittoon","Talousmargariini 80 % keskiarvo, leivontaan ja ruoanlaittoon",519,0.10,0.1
Teollisuusmargariini 80% kaulinta,Teollisuusmargariini 80% kaulinta,529,0.10,0.1
Leipomoteollisuusmargariini 80% leivonta,Leipomoteollisuusmargariini 80% leivonta,530,0.00,0.0
Ruokaöljy teollisuuskäyttöön,Ruokaöljy teollisuuskäyttöön,531,0.00,0.0
Rypsiöljy,Rypsiöljy,535,0.00,0.0
Oliiviöljy,Oliiviöljy,536,0.00,0.0
Auringonkukkaöljy,Auringonkukkaöljy,540,0.00,0.0
Ruokaöljy keskiarvo,Ruokaöljy keskiarvo,541,0.00,0.0
"Majoneesi runsasrasvainen, hampurilaiskastike","Majoneesi runsasrasvainen, hampurilaiskastike",562,0.08,0.1
Voi suolaton,Voi suolaton,576,1.00,1.0
Majoneesi 27-33% rasvaa,Majoneesi 27-33% rasvaa,578,0.01,0.0
Leivontamargariini 80%,Leivontamargariini 80%,593,0.00,0.0
Rasvaton maito,Rasvaton maito,606,1.00,1.0
Kermaviili 10-12% rasvaa,Kermaviili 10-12% rasvaa,615,1.00,1.0
"Asidofiluspiimä, 2,5% rasvaa, a-piimä/ab-piimä","Asidofiluspiimä, 2,5% rasvaa, a-piimä/ab-piimä",616,1.00,1.0
"Jogurtti maustamaton, 2,5 % rasvaa, vähälaktoosinen","Jogurtti maustamaton, 2,5 % rasvaa, vähälaktoosinen",619,1.00,1.0
"Bulgarian jogurtti rasvaa 3,9%","Bulgarian jogurtti rasvaa 3,9%",620,1.00,1.0
Marja-/hedelmäjogurtti rasvaa 2 %,Marja-/hedelmäjogurtti rasvaa 2 %,621,1.00,1.0
"Maitorahka < 0,5% rasvaa","Maitorahka < 0,5% rasvaa",622,1.00,1.0
Ykkösmaito 1% rasvaa,Ykkösmaito 1% rasvaa,627,1.00,1.0
"Creme fraiche 28% rasvaa, ranskankerma","Creme fraiche 28% rasvaa, ranskankerma",628,1.00,1.0
"Ruoanvalmistuskerma 19% rasvaa, kahvikerma","Ruoanvalmistuskerma 19% rasvaa, kahvikerma",632,1.00,1.0
"Kerma, kevyt, kahvikerma, 10 % rasvaa, vähälaktoosinen","Kerma, kevyt, kahvikerma, 10 % rasvaa, vähälaktoosinen",633,1.00,1.0
"Raejuusto rasvaton, vähälaktoosinen","Raejuusto rasvaton, vähälaktoosinen",635,1.00,1.0
"Jogurtti maustamaton, rasvaton, vähälaktoosinen","Jogurtti maustamaton, rasvaton, vähälaktoosinen",637,1.00,1.0
"Valkohomejuusto rasvaa 26-30g, camembert/brie","Valkohomejuusto rasvaa 26-30g, camembert/brie",640,1.00,1.0
"Kermajuusto rasvaa 30g, turunmaa/oltermanni/korsholm/masurkka","Kermajuusto rasvaa 30g, turunmaa/oltermanni/korsholm/masurkka",641,1.00,1.0
"Emmentaljuusto rasvaa 27-30 g, punaleima","Emmentaljuusto rasvaa 27-30 g, punaleima",642,1.00,1.0
"Kova pienikoloinen juusto, rasvaa 24-27g edam, rasvaa 40 % kuivapainos","Kova pienikoloinen juusto, rasvaa 24-27g edam, rasvaa 40 % kuivapainos",643,1.00,1.0
Sulatejuusto rasvaa 20-24g keskirasvainen,Sulatejuusto rasvaa 20-24g keskirasvainen,647,1.00,1.0
Raejuusto rasvaa 2-5g,Raejuusto rasvaa 2-5g,649,1.00,1.0
"Kotijuusto rasvaa 9-14g, maalaisjuusto","Kotijuusto rasvaa 9-14g, maalaisjuusto",650,1.00,1.0
Juusto keskiarvo,Juusto keskiarvo,651,1.00,1.0
"Sinihomejuusto rasvaa 27-30 g, aura/danazole keskiarvo rasvaa 50 % kui","Sinihomejuusto rasvaa 27-30 g, aura/danazole keskiarvo rasvaa 50 % kui",653,1.00,1.0
"Gouda / salaneuvos rasvaa 28-30 g rasvaa 48 % kuivapainosta, keskiarvo","Gouda / salaneuvos rasvaa 28-30 g rasvaa 48 % kuivapainosta, keskiarvo",654,1.00,1.0
"Puolikova juusto rasvaa 25-35g, lappi/polar/smĺland/billinge/rustholli","Puolikova juusto rasvaa 25-35g, lappi/polar/smĺland/billinge/rustholli",655,1.00,1.0
"Leipäjuusto/juustoleipä, rasvaa 17-23g","Leipäjuusto/juustoleipä, rasvaa 17-23g",657,1.00,1.0
"Tuorejuusto rasvaa 36-44g, runsasrasvainen, kasakka/musta-pekka","Tuorejuusto rasvaa 36-44g, runsasrasvainen, kasakka/musta-pekka",658,1.00,1.0
"Pehmytjäätelö, soft ice","Pehmytjäätelö, soft ice",661,1.00,1.0
Kermajäätelö,Kermajäätelö,663,1.00,1.0
"Jäätelöpuikko kermajäätelö, suklaakuorrute, ka","Jäätelöpuikko kermajäätelö, suklaakuorrute, ka",664,1.00,1.0
Jäätelötuutti kermajäätelö,Jäätelötuutti kermajäätelö,665,0.80,0.8
Maitojauhe rasvaton,Maitojauhe rasvaton,672,1.00,1.0
"Kevytmaito 1,5% rasvaa, vähälaktoosinen","Kevytmaito 1,5% rasvaa, vähälaktoosinen",675,1.00,1.0
"Kevytmaito, rasvaa 1,5 %, d-vitamiinia 1 ug","Kevytmaito, rasvaa 1,5 %, d-vitamiinia 1 ug",684,1.00,1.0
"Täysmaito 3,5% rasvaa","Täysmaito 3,5% rasvaa",689,1.00,1.0
"Fetajuusto rasvaa 18 g, lehmänmaito, suolaliemessä","Fetajuusto rasvaa 18 g, lehmänmaito, suolaliemessä",690,1.00,1.0
"Emmentaljuusto rasvaa 27-30 g, suurikoloinen, sinileima/gruyere","Emmentaljuusto rasvaa 27-30 g, suurikoloinen, sinileima/gruyere",691,1.00,1.0
Cheddar,Cheddar,698,1.00,1.0
"Ruoanvalmistuskerma, kasvirasvakerma 15% rasvaa","Ruoanvalmistuskerma, kasvirasvakerma 15% rasvaa",699,0.00,0.0
Siankylki,Siankylki,706,1.00,1.0
Pekoni rasvainen,Pekoni rasvainen,707,1.00,1.0
Jauheliha sika-nauta,Jauheliha sika-nauta,711,1.00,1.0
"Jauheliha naudan, vähärasvainen, 7 % rasvaa","Jauheliha naudan, vähärasvainen, 7 % rasvaa",712,1.00,1.0
Sianliha keskiarvo,Sianliha keskiarvo,713,1.00,1.0
Naudanliha keskiarvo,Naudanliha keskiarvo,714,1.00,1.0
Naudanpaisti,Naudanpaisti,718,1.00,1.0
Naudanfilee,Naudanfilee,722,1.00,1.0
Poronliha,Poronliha,734,1.00,1.0
Hirvenliha,Hirvenliha,735,1.00,1.0
"Jauheliha naudanpaisti, 5 % rasvaa","Jauheliha naudanpaisti, 5 % rasvaa",746,1.00,1.0
Broilerifilee hunajamarinadi,Broilerifilee hunajamarinadi,749,0.74,0.7
"Broileri kokonainen, nahkoineen","Broileri kokonainen, nahkoineen",751,1.00,1.0
Broilerisuikaleet keskiarvo,Broilerisuikaleet keskiarvo,754,1.00,1.0
Keittokinkku,Keittokinkku,779,1.00,1.0
Maksa sian,Maksa sian,787,1.00,1.0
Kinkkuleikkele vähärasvainen,Kinkkuleikkele vähärasvainen,799,1.00,1.0
"Silakka, tuore, itämeri","Silakka, tuore, itämeri",800,1.00,1.0
Kuha,Kuha,805,1.00,1.0
Muikku järvi,Muikku järvi,809,1.00,1.0
Ahven,Ahven,812,1.00,1.0
Lohi tuoresuolattu,Lohi tuoresuolattu,818,1.00,1.0
Seiti pakaste,Seiti pakaste,826,1.00,1.0
Tonnikala öljyssä,Tonnikala öljyssä,828,0.57,0.6
Katkarapu,Katkarapu,835,1.00,1.0
Kananmunan valkuainen 66% kananmunan massasta,Kananmunan valkuainen 66% kananmunan massasta,852,1.00,1.0
Kananmuna kuoreton,Kananmuna kuoreton,858,1.00,1.0
Kirjolohifilee kylmäsavustettu,Kirjolohifilee kylmäsavustettu,861,1.00,1.0
Lohifilee,Lohifilee,871,1.00,1.0
Tee,Tee,901,0.00,0.0
Virvoitusjuoma,Virvoitusjuoma,910,0.00,0.0
Kivennäisvesi mineraalivesi,Kivennäisvesi mineraalivesi,915,0.00,0.0
"Vesi, vesijohtovesi","Vesi, vesijohtovesi",922,0.00,0.0
Punaviini,Punaviini,924,0.00,0.0
Kolajuoma ka,Kolajuoma ka,928,0.00,0.0
Väkiviinaetikka,Väkiviinaetikka,933,0.00,0.0
Hunaja-omena-viinietikka,Hunaja-omena-viinietikka,934,0.00,0.0
"Keitinpiirakka, riisi, muna, ruiskuori, sulhaspiirakka","Keitinpiirakka, riisi, muna, ruiskuori, sulhaspiirakka",1017,0.13,0.1
"Ruskea kastike, rasva-jauhosuurus","Ruskea kastike, rasva-jauhosuurus",1244,0.38,0.4
"Vaalea leipä, hiivaleipä, vesi, hiivaleipäjauho","Vaalea leipä, hiivaleipä, vesi, hiivaleipäjauho",1295,0.00,0.0
"Vaalea leipä, patonki/ranskanleipä, vesi, vehnäjauho, teollinen","Vaalea leipä, patonki/ranskanleipä, vesi, vehnäjauho, teollinen",1309,0.00,0.0
"Sekaleipä, tattarileipä, vesi, tattarijauho","Sekaleipä, tattarileipä, vesi, tattarijauho",1320,0.00,0.0
"Spagetti, keitetty, suolaa","Spagetti, keitetty, suolaa",1373,0.00,0.0
Riisi keitinvedessä suolaa,Riisi keitinvedessä suolaa,1379,0.00,0.0
Tomaattisalsa,Tomaattisalsa,1448,0.00,0.0
"Ranskanperuna, uunissa kypsennetty","Ranskanperuna, uunissa kypsennetty",2025,0.00,0.0
"Peruna, kuorittu, keitetty, suolaa","Peruna, kuorittu, keitetty, suolaa",2033,0.00,0.0
"Maissinjyvä, keitetty, suolaton","Maissinjyvä, keitetty, suolaton",3040,0.00,0.0
"Sekavihannes, keitetty, suolaton","Sekavihannes, keitetty, suolaton",3345,0.00,0.0
"Soijapapu, keitetty, suolaton","Soijapapu, keitetty, suolaton",3710,0.00,0.0
Ruoanvalmistusrasva keskiarvo,Ruoanvalmistusrasva keskiarvo,5900,0.20,0.2
Pulla- ja piirakkarasva,Pulla- ja piirakkarasva,5901,0.50,0.5
Kakkurasva,Kakkurasva,5902,0.50,0.5
Voitaikinarasva,Voitaikinarasva,5904,0.45,0.5
Pikkuleipärasva,Pikkuleipärasva,5905,0.75,0.8
Leipä- ja pizzarasva,Leipä- ja pizzarasva,5906,0.00,0.0
Teollisuusuppopaistorasva,Teollisuusuppopaistorasva,5907,0.00,0.0
"Sianliha, keitetty, suolaa","Sianliha, keitetty, suolaa",7000,1.00,1.0
"Siankinkku, rasvaton, uunissa paistettu","Siankinkku, rasvaton, uunissa paistettu",7076,1.00,1.0
"Jauheliha, naudanpaisti, paistettu ilman rasvaa","Jauheliha, naudanpaisti, paistettu ilman rasvaa",7086,1.00,1.0
"Jauheliha, sika-nauta, paistettu ilman rasvaa","Jauheliha, sika-nauta, paistettu ilman rasvaa",7191,1.00,1.0
Kananmuna keitetty,Kananmuna keitetty,8513,1.00,1.0
Neljänviljanhiutale,Neljänviljanhiutale,11005,0.00,0.0
Mansikkahillo,Mansikkahillo,11012,0.00,0.0
Palmuöljy,Palmuöljy,11014,0.00,0.0
Ruissihtijauho,Ruissihtijauho,11030,0.00,0.0
"Hernekeitto säilyke, laimentamaton, sianliha","Hernekeitto säilyke, laimentamaton, sianliha",11041,0.06,0.1
Appelsiini kuorittu,Appelsiini kuorittu,11045,0.00,0.0
Mandariini kuorittu,Mandariini kuorittu,11046,0.00,0.0
Sitruuna kuorittu,Sitruuna kuorittu,11048,0.00,0.0
Banaani kuorittu,Banaani kuorittu,11049,0.00,0.0
Kiivi kuorittu,Kiivi kuorittu,11050,0.00,0.0
"Persikka/nektariini kuorittu, kivetön","Persikka/nektariini kuorittu, kivetön",11051,0.00,0.0
Kirsikka kivetön,Kirsikka kivetön,11052,0.00,0.0
Luumu kivetön,Luumu kivetön,11053,0.00,0.0
"Aprikoosi, keskiarvo,  kivetön","Aprikoosi, keskiarvo,  kivetön",11054,0.00,0.0
Vesimeloni kuorittu,Vesimeloni kuorittu,11055,0.00,0.0
Ananas kuorittu,Ananas kuorittu,11056,0.00,0.0
"Avokado kuorittu, kivetön","Avokado kuorittu, kivetön",11057,0.00,0.0
Tonnikala keskiarvo,Tonnikala keskiarvo,11059,1.00,1.0
"Omena, kotimainen, kuorittu","Omena, kotimainen, kuorittu",11060,0.00,0.0
"Omena, ulkomainen, kuorittu","Omena, ulkomainen, kuorittu",11061,0.00,0.0
Päärynä kuorittu,Päärynä kuorittu,11062,0.00,0.0
Ruusunmarjasose sokeroimaton,Ruusunmarjasose sokeroimaton,11065,0.00,0.0
"Erikoishedelmä eksoottinen, keskiarvo, mango/papaija, kuorittu","Erikoishedelmä eksoottinen, keskiarvo, mango/papaija, kuorittu",11071,0.00,0.0
Cashewpähkinä,Cashewpähkinä,11086,0.00,0.0
"Kikherne suolattomassa vedessä, kahviherne","Kikherne suolattomassa vedessä, kahviherne",11089,0.00,0.0
Herajauhe,Herajauhe,11092,1.00,1.0
"Sekaleipä, vesi, graham-, ruis-, vehnäjauho","Sekaleipä, vesi, graham-, ruis-, vehnäjauho",11126,0.00,0.0
Tuorejuusto-kasvirasvavalmiste rasvaa 24-30g,Tuorejuusto-kasvirasvavalmiste rasvaa 24-30g,11132,0.10,0.1
"Puolikova juusto rasvaa 15-18g, kevyt turunmaa/edam 17/adam/magre","Puolikova juusto rasvaa 15-18g, kevyt turunmaa/edam 17/adam/magre",11133,1.00,1.0
Basilika,Basilika,11134,0.00,0.0
"Kerma, vispikerma, kevyt,  25% rasvaa","Kerma, vispikerma, kevyt,  25% rasvaa",11136,1.00,1.0
Mehujää ka,Mehujää ka,11142,0.00,0.0
